Customer_Name,Age,Gender,Visited_With_Family,Room_No,Num_Of_People,Reason_To_Visit,Room_Type,Cleanliness_Rating,Comfort_Rating,Staff_Performance,Facilities_Rating,Location_Rating,Overall_Satisfaction_Score
Tanya,42,Female,No,804,2,Vacation,Double Room,5,5,2,1,3,3.2
Priya,45,Female,Yes,110,2,Business,Double Room,5,1,1,4,3,2.8
Sonia,49,Female,No,310,3,Education,Suite,4,5,5,2,1,3.4
Geeta,35,Female,No,901,1,Vacation,Single Room,5,3,1,5,3,3.4
Lakshmi,27,Female,No,310,3,Vacation,Suite,1,2,5,4,5,3.4
Arjun,66,Male,No,408,3,Business,Suite,5,3,3,2,3,3.2
Raj,45,Male,Yes,207,2,Vacation,Double Room,4,4,3,3,2,3.2
Riya,26,Female,No,505,2,Education,Double Room,5,2,1,2,4,2.8
Vivek,68,Male,Yes,207,3,Travel,Double Room,2,4,4,2,2,2.8
Tanvi,57,Female,No,501,1,Business,Single Room,3,5,4,3,4,3.8
Rachit,62,Male,No,906,3,Education,Suite,5,2,3,2,5,3.4
Shivani,19,Female,Yes,208,3,Travel,Double Room,5,4,5,5,2,4.2
Rana,46,Male,No,1007,3,Education,Suite,3,4,4,1,3,3
Palak,40,Female,No,503,1,Education,Single Room,2,4,3,5,4,3.6
Sunita,31,Female,Yes,1006,4,Travel,Suite,5,1,4,2,1,2.6
Suman,23,Female,Yes,204,2,Vacation,Single Room,4,3,5,2,1,3
Kiran,47,Female,Yes,1001,1,Education,Single Room,1,4,5,4,5,3.8
Raj,48,Male,Yes,507,4,Travel,Suite,3,1,4,3,4,3
Vikas,21,Male,No,705,2,Business,Double Room,1,1,4,3,1,2
Rana,30,Male,No,703,1,Travel,Single Room,5,5,5,4,2,4.2
Kapil,23,Male,No,1009,3,Travel,Suite,5,1,5,1,4,3.2
Aditi,29,Female,Yes,110,3,Vacation,Double Room,3,4,2,4,1,2.8
Kapil,51,Male,No,1008,3,Education,Suite,2,4,5,5,1,3.4
Lakshmi,50,Female,Yes,207,2,Business,Double Room,5,2,2,2,3,2.8
Akash,42,Male,No,103,1,Travel,Single Room,3,1,5,2,5,3.2
Parvati,27,Female,Yes,202,1,Education,Single Room,2,5,2,3,5,3.4
Ajay,62,Male,Yes,104,2,Business,Single Room,4,5,1,3,5,3.6
Pradeep,24,Male,Yes,508,3,Vacation,Suite,4,1,4,1,2,2.4
Pradeep,69,Male,No,606,2,Education,Double Room,2,3,4,4,4,3.4
Bharat,18,Male,No,210,3,Business,Suite,1,5,5,5,3,3.8
Neha,61,Female,No,306,2,Business,Double Room,4,2,3,3,1,2.6
Shreya,39,Female,No,602,1,Business,Single Room,2,4,4,3,2,3
Yash,39,Male,No,605,2,Vacation,Double Room,3,1,4,3,1,2.4
Sneha,30,Female,Yes,103,2,Business,Single Room,1,5,1,1,4,2.4
Rohan,34,Male,Yes,1005,4,Travel,Suite,3,2,1,5,5,3.2
Aishwarya,46,Female,No,1010,3,Education,Suite,3,5,4,3,1,3.2
Mehul,33,Male,No,206,2,Business,Double Room,3,4,1,1,4,2.6
Vikas,54,Male,Yes,608,3,Education,Suite,3,5,4,1,1,2.8
Tarun,58,Male,No,606,2,Education,Double Room,3,3,1,1,5,2.6
Suman,37,Female,Yes,1001,2,Education,Single Room,2,5,2,3,3,3
Priya,50,Female,Yes,406,2,Education,Double Room,5,5,4,1,2,3.4
Bharat,61,Male,No,1010,3,Business,Suite,3,2,4,1,4,2.8
Sneha,33,Female,No,706,2,Education,Double Room,1,1,5,3,5,3
Rohan,30,Male,No,408,3,Vacation,Suite,2,4,3,1,2,2.4
Ritika,43,Female,Yes,103,1,Business,Single Room,5,5,3,5,1,3.8
Vishal,30,Male,No,308,2,Vacation,Double Room,5,4,2,4,3,3.6
Siddharth,44,Male,Yes,506,2,Education,Double Room,4,1,4,4,3,3.2
Aryan,21,Male,No,601,1,Business,Single Room,1,2,1,3,1,1.6
Manish,41,Male,No,1001,1,Education,Single Room,4,2,3,3,5,3.4
Siddharth,19,Male,Yes,1001,2,Education,Single Room,5,5,5,4,1,4
Riya,68,Female,Yes,702,1,Business,Single Room,2,2,2,1,1,1.6
Aishwarya,19,Female,No,402,1,Vacation,Single Room,2,5,2,2,4,3
Rachit,49,Male,No,505,2,Travel,Double Room,4,3,5,2,4,3.6
Rahul,53,Male,Yes,602,1,Education,Single Room,3,3,3,3,3,3
Kiran,68,Female,No,803,2,Vacation,Double Room,4,5,1,3,4,3.4
Geeta,64,Female,Yes,1008,4,Business,Suite,3,3,2,4,1,2.6
Ananya,62,Female,No,305,1,Education,Single Room,2,5,2,3,1,2.6
Aishwarya,23,Female,No,506,2,Business,Double Room,5,5,4,1,1,3.2
Lalit,19,Male,Yes,605,2,Education,Double Room,5,5,1,5,5,4.2
Deepika,30,Female,Yes,506,3,Business,Double Room,2,4,3,1,4,2.8
Anil,63,Male,Yes,307,3,Travel,Double Room,1,2,1,1,1,1.2
Kavita,29,Female,Yes,701,2,Business,Single Room,2,5,4,3,5,3.8
Harsha,44,Female,No,1004,2,Vacation,Double Room,1,5,3,1,2,2.4
Aishwarya,45,Female,No,206,2,Vacation,Double Room,5,4,3,3,1,3.2
Vivek,45,Male,No,403,1,Education,Single Room,5,2,4,5,1,3.4
Meera,37,Female,Yes,1002,1,Vacation,Single Room,2,5,4,3,2,3.2
Diya,32,Female,No,107,2,Travel,Double Room,1,4,4,4,3,3.2
Raj,32,Male,No,803,2,Travel,Double Room,1,5,4,3,2,3
Aishwarya,66,Female,Yes,105,2,Vacation,Single Room,4,4,3,3,3,3.4
Arjun,51,Male,No,109,2,Business,Double Room,2,5,5,5,2,3.8
Sanjay,66,Male,No,1006,3,Travel,Suite,4,5,2,4,1,3.2
Anushka,55,Female,Yes,805,3,Travel,Suite,4,1,1,1,3,2
Rohan,31,Male,No,202,1,Education,Single Room,3,1,2,5,5,3.2
Riya,61,Female,Yes,304,1,Vacation,Single Room,5,4,5,5,3,4.4
Aryan,40,Male,Yes,706,2,Travel,Double Room,5,3,4,2,4,3.6
Indira,25,Female,Yes,903,2,Business,Double Room,2,1,2,2,1,1.6
Sunita,19,Female,Yes,708,3,Travel,Suite,1,5,3,3,2,2.8
Parvati,52,Female,No,1004,2,Travel,Double Room,3,2,4,3,1,2.6
Ajay,44,Male,No,707,3,Education,Suite,2,3,3,4,1,2.6
Shreya,60,Female,No,206,2,Travel,Double Room,3,5,4,1,1,2.8
Lalit,32,Male,No,704,1,Business,Single Room,3,3,1,4,3,2.8
Sonia,18,Female,Yes,303,2,Travel,Single Room,5,3,3,4,1,3.2
Naina,49,Female,Yes,407,4,Business,Suite,1,5,5,1,5,3.4
Harsha,69,Female,No,505,2,Travel,Double Room,3,3,5,1,4,3.2
Ananya,69,Female,Yes,803,3,Business,Double Room,3,4,5,5,1,3.6
Tarun,19,Male,Yes,407,4,Education,Suite,1,4,3,2,5,3
Tarun,65,Male,Yes,704,2,Business,Single Room,3,4,1,4,3,3
Palak,60,Female,No,608,3,Vacation,Suite,5,2,1,3,1,2.4
Shreya,66,Female,Yes,501,2,Business,Single Room,4,5,4,2,4,3.8
Pooja,21,Female,No,507,3,Education,Suite,4,2,4,5,5,4
Pooja,61,Female,Yes,408,3,Business,Suite,4,5,4,4,3,4
Rajesh,23,Male,No,707,3,Vacation,Suite,3,5,3,2,5,3.6
Swati,55,Female,Yes,305,1,Travel,Single Room,2,3,4,1,4,2.8
Bharat,22,Male,Yes,404,1,Vacation,Single Room,3,4,1,2,4,2.8
Sanjay,23,Male,No,104,1,Education,Single Room,1,1,3,3,1,1.8
Sanjay,52,Male,Yes,1002,1,Education,Single Room,5,2,5,2,4,3.6
Ajay,52,Male,Yes,207,3,Business,Double Room,3,5,2,3,3,3.2
Mehul,60,Male,Yes,601,1,Travel,Single Room,2,1,3,5,3,2.8
Vijay,54,Male,No,206,2,Vacation,Double Room,5,3,3,3,4,3.6
Anil,66,Male,Yes,1007,4,Travel,Suite,2,4,5,2,4,3.4
Sai,69,Male,No,906,3,Travel,Suite,1,3,5,2,3,2.8
Arjun,38,Male,No,1003,2,Vacation,Double Room,3,3,4,3,5,3.6
Shreya,54,Female,Yes,302,1,Travel,Single Room,2,5,4,5,5,4.2
Riya,44,Female,No,309,3,Travel,Suite,3,3,1,3,1,2.2
Neha,52,Female,No,208,2,Travel,Double Room,4,1,4,4,1,2.8
Naveen,19,Female,No,303,1,Business,Single Room,4,2,5,4,5,4
Rohit,37,Female,No,903,2,Travel,Double Room,1,1,4,2,5,2.6
Seema,67,Female,Yes,707,3,Business,Suite,2,3,5,2,1,2.6
Ravi,57,Male,Yes,705,2,Travel,Double Room,3,3,5,2,3,3.2
Priya,53,Female,Yes,605,2,Education,Double Room,2,3,5,5,5,4
Raghav,66,Male,Yes,707,4,Education,Suite,1,3,4,4,4,3.2
Anjali,31,Female,Yes,1003,2,Vacation,Double Room,3,4,2,4,1,2.8
Aditi,26,Female,Yes,408,3,Education,Suite,1,4,5,3,1,2.8
Kiran,67,Female,No,508,3,Education,Suite,2,5,5,5,2,3.8
Rajesh,55,Male,No,601,1,Education,Single Room,4,5,3,1,1,2.8
Parvati,52,Female,Yes,501,2,Education,Single Room,2,5,2,2,1,2.4
Sai,66,Male,Yes,209,4,Vacation,Suite,5,1,4,4,5,3.8
Lalit,25,Male,Yes,107,2,Travel,Double Room,2,2,4,3,4,3
Nisha,59,Female,Yes,803,3,Education,Double Room,4,2,3,2,3,2.8
Vikas,51,Male,No,101,1,Education,Single Room,5,1,2,1,4,2.6
Ritika,27,Female,No,506,2,Travel,Double Room,5,1,2,2,1,2.2
Aishwarya,66,Female,Yes,508,3,Vacation,Suite,1,1,3,5,5,3
Bharat,53,Male,Yes,1007,3,Vacation,Suite,1,3,2,4,2,2.4
Sunita,65,Female,Yes,607,4,Vacation,Suite,5,5,2,5,3,4
Nikhil,60,Male,No,708,3,Education,Suite,4,5,2,3,4,3.6
Rahul,43,Male,Yes,803,2,Business,Double Room,2,1,2,3,1,1.8
Swati,29,Female,Yes,310,3,Education,Suite,1,5,3,4,1,2.8
Dinesh,58,Male,Yes,401,1,Education,Single Room,4,1,2,5,4,3.2
Anil,40,Male,No,605,2,Vacation,Double Room,4,2,4,4,5,3.8
Anil,50,Male,No,304,1,Vacation,Single Room,4,2,4,4,2,3.2
Deepak,29,Male,No,108,2,Vacation,Double Room,1,1,3,4,5,2.8
Bhavna,43,Female,Yes,1004,2,Travel,Double Room,4,4,5,3,3,3.8
Ravi,55,Male,Yes,902,2,Business,Single Room,1,5,4,4,5,3.8
Rohan,28,Male,No,309,3,Business,Suite,2,1,5,2,3,2.6
Karthik,64,Male,Yes,303,1,Travel,Single Room,1,3,4,5,4,3.4
Aarav,70,Male,Yes,303,1,Vacation,Single Room,1,3,4,2,5,3
Vijay,42,Male,Yes,204,1,Vacation,Single Room,2,1,2,3,1,1.8
Sneha,28,Female,No,305,1,Education,Single Room,1,4,4,1,2,2.4
Sanjay,42,Male,No,203,1,Business,Single Room,5,1,4,4,2,3.2
Suman,65,Female,Yes,201,1,Business,Single Room,3,2,1,1,5,2.4
Nikhil,37,Male,No,508,3,Education,Suite,3,4,4,5,1,3.4
Deepak,55,Male,Yes,701,1,Vacation,Single Room,5,4,3,1,3,3.2
Nisha,44,Female,Yes,905,3,Business,Suite,1,2,3,2,5,2.6
Riya,60,Female,No,309,3,Business,Suite,1,1,1,2,3,1.6
Vinod,45,Male,No,606,2,Business,Double Room,5,1,2,5,4,3.4
Leela,31,Female,Yes,1003,2,Business,Double Room,1,4,3,4,5,3.4
Vikas,46,Male,No,210,3,Vacation,Suite,3,2,1,1,5,2.4
Harshit,36,Male,No,406,2,Business,Double Room,1,4,3,1,1,2
Rashmi,31,Female,Yes,606,2,Vacation,Double Room,1,4,2,3,5,3
Smita,23,Female,No,207,2,Education,Double Room,3,5,5,2,5,4
Pooja,53,Female,Yes,208,3,Vacation,Double Room,1,3,2,1,2,1.8
Nisha,33,Female,Yes,903,2,Business,Double Room,1,1,4,3,2,2.2
Rajesh,62,Male,Yes,210,3,Travel,Suite,3,3,1,1,4,2.4
Aarav,30,Male,Yes,508,3,Business,Suite,2,1,4,1,1,1.8
Parvati,23,Female,Yes,1004,3,Travel,Double Room,2,3,1,3,3,2.4
Mehul,35,Male,No,202,1,Business,Single Room,1,4,2,2,5,2.8
Arjun,19,Male,Yes,602,1,Education,Single Room,5,3,3,4,3,3.6
Akhil,61,Male,Yes,505,2,Business,Double Room,3,1,3,3,4,2.8
Ramu,52,Male,Yes,1010,4,Vacation,Suite,2,2,5,5,4,3.6
Meera,23,Female,No,605,2,Business,Double Room,4,5,1,4,1,3
Arjun,47,Male,No,1007,3,Business,Suite,2,3,3,5,3,3.2
Rashmi,70,Female,No,508,3,Travel,Suite,3,1,4,2,3,2.6
Keshav,37,Male,Yes,803,3,Vacation,Double Room,1,1,1,1,4,1.6
Shreya,69,Male,No,209,3,Vacation,Suite,5,1,2,2,2,2.4
Sarika,52,Female,No,903,2,Business,Double Room,1,1,5,1,3,2.2
Rana,61,Male,Yes,405,2,Travel,Double Room,2,1,5,1,3,2.4
Anil,56,Male,No,108,2,Business,Double Room,3,1,2,1,3,2
Aishwarya,59,Female,No,309,3,Business,Suite,4,1,4,4,5,3.6
Riya,29,Female,No,402,1,Business,Single Room,4,2,5,5,4,4
Ajay,25,Male,No,1010,3,Education,Suite,2,5,1,2,2,2.4
Ritika,31,Female,Yes,901,1,Vacation,Single Room,1,5,4,3,5,3.6
Aryan,53,Male,Yes,906,3,Education,Suite,1,1,3,2,2,1.8
Mahesh,63,Female,No,407,3,Education,Suite,4,2,5,3,5,3.8
Vishal,64,Male,Yes,602,2,Education,Single Room,5,2,3,2,4,3.2
Pankaj,43,Male,Yes,101,2,Education,Single Room,1,5,1,2,3,2.4
Naveen,45,Female,Yes,108,3,Travel,Double Room,4,1,1,5,5,3.2
Shivani,35,Female,Yes,307,2,Education,Double Room,5,3,3,4,2,3.4
Krishna,29,Male,Yes,806,3,Education,Suite,3,4,3,4,4,3.6
Lalit,19,Male,No,206,2,Business,Double Room,2,5,5,4,4,4
Rahul,20,Male,No,104,1,Travel,Single Room,2,4,3,3,5,3.4
Sneha,48,Female,Yes,206,2,Business,Double Room,5,2,4,2,5,3.6
Tanya,29,Female,Yes,707,3,Education,Suite,1,4,3,1,1,2
Vinod,18,Male,No,305,1,Education,Single Room,5,4,2,3,1,3
Gaurav,41,Female,No,705,2,Education,Double Room,5,2,3,1,1,2.4
Meera,53,Female,No,308,2,Vacation,Double Room,2,2,3,3,2,2.4
Ramu,37,Female,Yes,1010,4,Education,Suite,4,4,3,2,3,3.2
Lalit,62,Male,No,109,2,Vacation,Double Room,5,2,4,3,2,3.2
Sunita,40,Female,No,203,1,Education,Single Room,1,4,4,1,1,2.2
Shreya,33,Female,No,806,3,Education,Suite,5,5,3,1,2,3.2
Palak,62,Female,Yes,804,3,Travel,Double Room,5,2,1,3,1,2.4
Siddharth,66,Male,Yes,603,2,Vacation,Single Room,2,4,5,2,5,3.6
Ananya,24,Female,No,301,1,Business,Single Room,4,3,3,5,3,3.6
Sameer,54,Male,No,506,2,Business,Double Room,3,3,1,4,3,2.8
Deepika,59,Female,No,706,2,Business,Double Room,5,1,1,2,4,2.6
Anjali,30,Female,Yes,305,1,Education,Single Room,5,4,2,2,5,3.6
Palak,29,Female,No,905,3,Vacation,Suite,3,1,1,2,5,2.4
Bhavna,67,Female,Yes,903,2,Vacation,Double Room,5,5,3,2,2,3.4
Vihaan,43,Male,Yes,602,2,Education,Single Room,3,1,2,3,5,2.8
Sneha,44,Female,No,804,2,Vacation,Double Room,1,2,1,2,5,2.2
Rohan,22,Male,Yes,301,2,Business,Single Room,2,1,2,1,1,1.4
Ravi,50,Male,No,903,2,Travel,Double Room,5,4,5,5,3,4.4
Krishna,58,Male,Yes,304,2,Business,Single Room,4,2,1,2,1,2
Ritika,26,Female,Yes,407,3,Travel,Suite,5,2,1,4,4,3.2
Suman,38,Female,No,708,3,Business,Suite,4,5,1,4,4,3.6
Tanvi,58,Female,Yes,304,2,Business,Single Room,4,1,5,2,5,3.4
Manish,44,Male,Yes,501,2,Travel,Single Room,4,2,5,4,2,3.4
Lalit,26,Male,Yes,401,1,Travel,Single Room,4,2,3,2,5,3.2
Kavita,49,Female,Yes,202,1,Education,Single Room,3,4,2,4,2,3
Shivani,59,Female,Yes,1007,3,Vacation,Suite,4,1,1,1,5,2.4
Tanya,28,Female,Yes,705,2,Business,Double Room,4,2,2,4,4,3.2
Nandini,48,Female,Yes,704,2,Business,Single Room,5,1,3,3,1,2.6
Raj,42,Male,Yes,304,1,Education,Single Room,2,3,1,4,5,3
Sunita,18,Female,Yes,107,2,Business,Double Room,1,1,1,4,3,2
Pooja,62,Female,Yes,405,3,Education,Double Room,3,5,5,1,3,3.4
Naveen,46,Male,Yes,208,2,Business,Double Room,4,4,3,4,4,3.8
Sanjay,47,Male,Yes,301,2,Business,Single Room,1,5,3,5,3,3.4
Vijay,55,Male,No,404,1,Vacation,Single Room,2,4,5,1,5,3.4
Nisha,26,Female,Yes,101,2,Business,Single Room,2,1,3,4,1,2.2
Anil,41,Male,Yes,903,3,Education,Double Room,2,3,5,1,3,2.8
Smita,30,Female,No,204,1,Business,Single Room,1,3,4,1,4,2.6
Kiran,32,Female,No,702,1,Vacation,Single Room,3,4,2,5,5,3.8
Smita,47,Female,No,207,2,Business,Double Room,4,2,1,3,3,2.6
Puja,61,Female,Yes,1006,3,Education,Suite,3,2,2,2,1,2
Aarav,59,Male,Yes,306,3,Travel,Double Room,3,2,2,1,2,2
Arnav,31,Male,No,904,2,Travel,Double Room,3,4,5,3,5,4
Riya,29,Female,Yes,506,2,Education,Double Room,2,4,3,3,4,3.2
Varun,42,Male,No,206,2,Education,Double Room,2,5,3,4,5,3.8
Ajay,35,Male,No,103,1,Travel,Single Room,4,2,4,5,1,3.2
Sameer,38,Male,Yes,1003,2,Travel,Double Room,5,1,1,2,1,2
Tanvi,33,Female,Yes,502,1,Travel,Single Room,1,3,5,3,2,2.8
Varun,37,Male,No,408,3,Business,Suite,3,2,4,5,3,3.4
Krishna,63,Male,Yes,303,1,Business,Single Room,3,1,1,3,2,2
Aryan,54,Male,Yes,310,3,Vacation,Suite,4,2,5,1,5,3.4
Bharat,23,Male,No,508,3,Travel,Suite,2,4,4,2,2,2.8
Riya,60,Female,No,608,3,Business,Suite,1,5,5,3,2,3.2
Nisha,68,Female,Yes,803,3,Business,Double Room,2,2,2,4,4,2.8
Arjun,35,Male,Yes,402,2,Education,Single Room,5,1,2,3,4,3
Rashmi,45,Female,No,1010,3,Travel,Suite,5,2,5,2,2,3.2
Nandini,24,Female,No,904,2,Travel,Double Room,3,4,5,2,3,3.4
Priya,28,Female,Yes,405,3,Travel,Double Room,4,5,3,5,1,3.6
Raj,45,Male,No,110,2,Travel,Double Room,1,1,3,1,3,1.8
Sarika,39,Female,Yes,1003,3,Vacation,Double Room,5,1,1,1,3,2.2
Anushka,60,Female,No,405,2,Travel,Double Room,1,4,4,5,2,3.2
Nisha,23,Female,Yes,306,2,Business,Double Room,5,1,1,4,3,2.8
Tanvi,24,Female,No,308,2,Education,Double Room,5,3,2,3,3,3.2
Harsha,66,Female,No,403,1,Education,Single Room,4,4,3,5,1,3.4
Harish,36,Male,Yes,109,3,Education,Double Room,2,4,1,1,4,2.4
Mehul,62,Male,Yes,206,3,Education,Double Room,4,2,5,2,2,3
Vinod,69,Male,Yes,102,1,Business,Single Room,4,5,4,5,1,3.8
Anil,33,Male,No,309,3,Education,Suite,5,1,2,3,1,2.4
Naveen,49,Female,No,806,3,Business,Suite,2,1,1,3,5,2.4
Leela,20,Female,Yes,505,2,Business,Double Room,1,4,4,3,3,3
Deepak,65,Male,Yes,806,3,Education,Suite,1,4,5,1,5,3.2
Naveen,22,Male,Yes,201,1,Business,Single Room,1,5,5,5,5,4.2
Vihaan,21,Male,No,210,3,Education,Suite,5,3,5,1,1,3
Pankaj,30,Male,No,708,3,Education,Suite,4,2,1,1,1,1.8
Deepika,66,Female,Yes,310,4,Travel,Suite,4,5,2,4,4,3.8
Vivaan,63,Male,No,804,2,Vacation,Double Room,5,2,4,3,3,3.4
Parvati,69,Female,No,1006,3,Vacation,Suite,5,1,1,3,1,2.2
Kiran,28,Female,Yes,605,2,Business,Double Room,1,1,3,1,1,1.4
Aditya,58,Male,Yes,707,3,Vacation,Suite,3,5,1,3,4,3.2
Rajesh,52,Male,No,608,3,Education,Suite,2,3,2,1,3,2.2
Varun,22,Male,Yes,903,2,Travel,Double Room,2,3,5,5,3,3.6
Keshav,37,Male,Yes,306,2,Education,Double Room,5,2,4,4,1,3.2
Sarika,38,Female,No,607,3,Travel,Suite,5,2,3,3,3,3.2
Pankaj,20,Male,No,707,3,Vacation,Suite,4,4,2,4,1,3
Ritika,61,Female,Yes,401,2,Vacation,Single Room,1,2,5,2,4,2.8
Mahesh,70,Female,No,1009,3,Education,Suite,3,3,3,1,1,2.2
Dinesh,37,Male,No,903,2,Education,Double Room,1,5,4,1,4,3
Sanjay,50,Male,No,302,1,Education,Single Room,3,3,1,4,1,2.4
Smita,51,Female,No,210,3,Business,Suite,3,1,3,1,5,2.6
Deepika,31,Female,Yes,310,4,Travel,Suite,3,2,1,4,4,2.8
Kapil,23,Male,Yes,110,3,Travel,Double Room,3,3,5,2,2,3
Yash,48,Male,No,110,2,Business,Double Room,3,5,5,1,1,3
Neha,33,Female,Yes,606,2,Vacation,Double Room,3,2,2,4,1,2.4
Ajay,57,Male,Yes,1009,4,Travel,Suite,3,1,1,5,3,2.6
Rashmi,60,Female,No,209,3,Vacation,Suite,2,5,4,2,1,2.8
Kiran,43,Female,No,110,2,Vacation,Double Room,5,1,5,1,4,3.2
Vivaan,56,Male,No,405,2,Education,Double Room,3,5,1,1,3,2.6
Neha,35,Female,Yes,1002,2,Travel,Single Room,5,1,3,5,1,3
Aditi,28,Female,No,705,2,Travel,Double Room,5,2,2,4,2,3
Kapil,49,Male,Yes,304,1,Vacation,Single Room,1,2,5,4,2,2.8
Krishna,44,Male,Yes,206,3,Vacation,Double Room,2,4,4,4,4,3.6
Naina,62,Female,No,505,2,Business,Double Room,5,5,5,5,4,4.8
Mahesh,69,Female,No,608,3,Education,Suite,3,5,3,5,1,3.4
Vinod,62,Male,No,307,2,Vacation,Double Room,5,4,5,4,1,3.8
Deepak,64,Male,Yes,207,2,Business,Double Room,5,1,2,2,5,3
Rana,32,Male,Yes,706,2,Business,Double Room,3,1,2,3,4,2.6
Kavita,29,Female,No,303,1,Vacation,Single Room,3,3,2,5,1,2.8
Vishal,34,Male,Yes,906,3,Education,Suite,4,4,1,3,3,3
Sunita,48,Female,No,507,3,Vacation,Suite,1,1,3,5,4,2.8
Riya,55,Female,No,903,2,Vacation,Double Room,4,5,3,2,4,3.6
Rahul,67,Male,No,708,3,Education,Suite,4,1,5,3,2,3
Palak,20,Female,No,506,2,Travel,Double Room,1,5,3,2,5,3.2
Rohan,20,Male,No,209,3,Travel,Suite,1,5,2,2,4,2.8
Vihaan,32,Male,Yes,903,2,Travel,Double Room,5,3,1,1,4,2.8
Sonia,27,Female,Yes,508,4,Vacation,Suite,5,4,4,4,5,4.4
Ananya,57,Female,Yes,205,1,Vacation,Single Room,4,3,4,3,2,3.2
Rohan,70,Male,Yes,603,1,Business,Single Room,1,5,5,3,2,3.2
Ramu,27,Female,Yes,406,2,Business,Double Room,5,4,1,5,3,3.6
Diya,18,Female,Yes,406,3,Vacation,Double Room,4,2,2,3,1,2.4
Deepak,38,Male,Yes,1007,3,Vacation,Suite,5,5,5,4,4,4.6
Naveen,30,Male,Yes,704,2,Business,Single Room,2,5,3,2,3,3
Puja,63,Female,No,109,2,Vacation,Double Room,5,4,2,5,4,4
Harish,45,Male,No,405,2,Travel,Double Room,1,2,3,2,5,2.6
Ramu,28,Male,No,703,1,Vacation,Single Room,2,1,2,3,4,2.4
Sameer,21,Male,Yes,905,4,Business,Suite,1,5,2,1,4,2.6
Aditi,63,Female,Yes,101,2,Travel,Single Room,1,3,4,2,1,2.2
Sunita,54,Female,Yes,805,3,Travel,Suite,5,5,3,3,5,4.2
Anil,39,Male,Yes,301,2,Business,Single Room,5,1,3,2,5,3.2
Krishna,35,Male,Yes,706,2,Travel,Double Room,1,5,5,5,4,4
Smita,46,Female,No,303,1,Business,Single Room,2,3,1,2,2,2
Sonia,43,Female,No,906,3,Business,Suite,3,5,5,4,5,4.4
Akhil,54,Male,No,1004,2,Travel,Double Room,4,2,4,2,4,3.2
Raghav,59,Male,No,706,2,Education,Double Room,1,3,2,2,5,2.6
Keshav,28,Male,No,106,2,Travel,Double Room,3,4,1,5,3,3.2
Ramu,46,Male,No,904,2,Travel,Double Room,3,5,2,3,1,2.8
Sneha,27,Female,No,604,1,Vacation,Single Room,3,2,4,2,1,2.4
Rahul,49,Male,Yes,108,2,Vacation,Double Room,4,3,3,1,5,3.2
Sharad,49,Male,Yes,804,3,Business,Double Room,4,5,5,3,2,3.8
Harshit,35,Male,Yes,506,3,Vacation,Double Room,1,4,1,5,2,2.6
Akhil,19,Male,Yes,707,4,Travel,Suite,3,5,4,1,2,3
Varun,62,Male,No,608,3,Vacation,Suite,5,1,5,3,2,3.2
Harsha,27,Female,Yes,501,1,Business,Single Room,5,2,5,5,4,4.2
Aditi,57,Female,Yes,302,2,Vacation,Single Room,5,3,5,5,4,4.4
Parvati,51,Female,No,501,1,Travel,Single Room,3,4,1,5,2,3
Puja,52,Female,No,101,1,Travel,Single Room,2,2,2,2,1,1.8
Arnav,42,Male,No,604,1,Education,Single Room,2,4,3,1,2,2.4
Aryan,28,Male,Yes,210,4,Education,Suite,3,1,4,1,2,2.2
Suman,45,Female,Yes,503,1,Business,Single Room,5,1,4,5,3,3.6
Naina,40,Female,No,605,2,Travel,Double Room,1,5,5,4,3,3.6
Harish,26,Male,No,803,2,Business,Double Room,2,2,4,1,5,2.8
Siddharth,19,Male,Yes,204,1,Travel,Single Room,1,5,5,5,3,3.8
Dinesh,18,Male,Yes,507,4,Education,Suite,5,1,5,5,1,3.4
Isha,70,Female,No,209,3,Education,Suite,5,4,1,2,2,2.8
Aarav,33,Male,Yes,1009,4,Business,Suite,3,4,3,4,4,3.6
Karthik,37,Male,Yes,802,1,Education,Single Room,5,4,3,3,3,3.6
Smita,45,Female,No,404,1,Education,Single Room,1,3,1,5,1,2.2
Bharat,35,Male,Yes,505,3,Business,Double Room,2,5,1,4,4,3.2
Kavita,36,Female,No,406,2,Business,Double Room,5,4,5,1,5,4
Krishna,27,Male,No,208,2,Vacation,Double Room,4,2,2,4,1,2.6
Sarika,28,Female,No,706,2,Travel,Double Room,5,1,5,3,1,3
Puja,60,Female,Yes,205,2,Business,Single Room,4,5,5,5,2,4.2
Seema,46,Female,No,207,2,Vacation,Double Room,3,2,5,3,3,3.2
Naveen,37,Female,No,708,3,Business,Suite,5,1,3,5,3,3.4
Ramu,56,Female,Yes,204,1,Vacation,Single Room,5,3,2,1,3,2.8
Rohit,52,Female,Yes,707,4,Vacation,Suite,5,2,2,3,5,3.4
Raghav,42,Male,Yes,705,3,Vacation,Double Room,1,2,5,1,5,2.8
Sunita,28,Female,No,608,3,Education,Suite,3,5,3,2,5,3.6
Ramu,62,Female,Yes,1010,4,Education,Suite,2,4,4,4,4,3.6
Siddharth,62,Male,Yes,108,3,Education,Double Room,4,5,4,2,1,3.2
Akash,44,Male,No,1007,3,Education,Suite,2,4,2,5,5,3.6
Aarav,59,Male,No,207,2,Business,Double Room,1,1,5,4,4,3
Leela,51,Female,No,804,2,Vacation,Double Room,5,5,4,2,4,4
Riya,34,Female,No,1005,3,Education,Suite,3,4,4,2,2,3
